term,grammar_category,polarity,polarity_target,polarity_classification
destronar,V,1.0,N0:N1,MAN
destruicao,N,-1.0,N0,MAN
destruido,Adj,-1.0,N0,JALC
destruidor,Adj,-1.0,N0,MAN
destruir,V,1.0,N0:N1,MAN
destrutivo,Adj,-1.0,N0,MAN
destrutor,Adj,-1.0,N0,MAN
desumanidade,N,-1.0,N0,MAN
desumano,Adj,-1.0,N0,MAN
desunido,Adj,-1.0,N0,JALC
desusado,Adj,-1.0,N0,JALC
desvairado,Adj,-1.0,N0,MAN
desvairamento,N,-1.0,N0,MAN
desvalido,Adj,-1.0,N0,MAN
desvanecer,V,-1.0,N0,MAN
desvanecido,Adj,0.0,N0,JALC
desvantagem,N,-1.0,N0,MAN
desvariado,Adj,-1.0,N0,MAN
desvario,N,-1.0,N0,MAN
desvelado,Adj,1.0,N0,MAN
desvelo,N,1.0,N0,MAN
desvendado,Adj,0.0,N0,JALC
desventurado,Adj,-1.0,N0,MAN
desventuroso,Adj,-1.0,N0,MAN
desviar dinheiro,IDIOM,-1.0,N0,MAN
desvirtuado,Adj,-1.0,N0,JALC
desvitalizado,Adj,-1.0,N0,JALC
detalhado,Adj,1.0,N0,JALC
deteriorado,Adj,-1.0,N0,JALC
deteriorar,V,-1.0,N0:N1,MAN
determinacao,N,1.0,N0,MAN
determinado,Adj,1.0,N0,MAN
detestado,Adj,-1.0,N0,JALC
detestar,V,0.0,N0:N1,MAN
detestavel,Adj,-1.0,N0,MAN
detido,Adj,-1.0,N0,JALC
detrator,Adj,-1.0,N0,JALC
deturpado,Adj,-1.0,N0,JALC
deturpar,V,-1.0,N0:N1,MAN
devaneador,Adj,-1.0,N0,MAN
devassado,Adj,-1.0,N0,JALC
devassidao,N,-1.0,N0,MAN
devasso,Adj,-1.0,N0,MAN
devastado,Adj,-1.0,N0,JALC
devastador,Adj,-1.0,N0,MAN
devastar,V,1.0,N0:N1,MAN
dever comer farinha maizena,IDIOM,-1.0,N0,MAN
dever dobrar a lingua,IDIOM,-1.0,N0,MAN
dever ter vergonha na cara,IDIOM,-1.0,N0,MAN
devoto de Baco,Adj,-1.0,N0,MAN
diabolico,Adj,-1.0,N0,MAN
diabolismo,N,-1.0,N0,MAN
diafano,Adj,1.0,N0,JALC
dialogante,Adj,1.0,N0,MAN
difamacao,N,-1.0,N0,MAN
difamado,Adj,-1.0,N0,MAN
difamador,Adj,-1.0,N0,MAN
difamar,V,-1.0,N0:N1,MAN
difamatorio,Adj,-1.0,N0,MAN
diferente,Adj,0.0,N0,JALC
dificil,Adj,-1.0,N0,MAN
dificultar a vida a,IDIOM,1.0,N0:N1,MAN
dificultar,V,1.0,N0:N1,MAN
difuso,Adj,-1.0,N0,JALC
dignidade,N,1.0,N0,MAN
dignificar,V,1.0,N0:N1,MAN
digno de confianca,Adj,1.0,N0,MAN
digno,Adj,1.0,N0,MAN
digressionista,Adj,-1.0,N0,MAN
digressivo,Adj,-1.0,N0,MAN
dilacerado,Adj,-1.0,N0,JALC
dilacerar,V,1.0,N0:N1,MAN
diletante,Adj,0.0,N0,MAN
diligencia,N,1.0,N0,MAN
diligente,Adj,1.0,N0,MAN
diminuido,Adj,-1.0,N0,JALC
diminuir,V,1.0,N0:N1,MAN
dinamico,Adj,1.0,N0,MAN
dinamismo,N,1.0,N0,MAN
dinamizador,Adj,1.0,N0,MAN
diplomacia,N,1.0,N0,MAN
diplomatico,Adj,1.0,N0,MAN
directo,Adj,1.0,N0,MAN
direito de contas,Adj,1.0,N0,MAN
direito,Adj,1.0,N0,JALC
direto,Adj,1.0,N0,MAN
disciplina,N,1.0,N0,MAN
disciplinado,Adj,1.0,N0,MAN
disciplinador,Adj,0.0,N0,MAN
discolo,Adj,-1.0,N0,MAN
discreto,Adj,1.0,N0,MAN
discricao,N,1.0,N0,MAN
discriminacao,N,-1.0,N0,MAN
discriminado,Adj,-1.0,N0,JALC
discriminador,Adj,-1.0,N0,MAN
discriminar,V,-1.0,N0:N1,MAN
discursivo,Adj,0.0,N0,MAN
disfarcado,Adj,-1.0,N0,JALC
disfonia,N,-1.0,N0,MAN
disforme,Adj,-1.0,N0,MAN
disformidade,N,-1.0,N0,MAN
dislexia,N,-1.0,N0,MAN
dislexico,Adj,-1.0,N0,MAN
disparatado,Adj,-1.0,N0,MAN
disparatar,V,-1.0,N0,MAN
disparate,N,-1.0,N0,MAN
dispensado,Adj,0.0,N0,JALC
dispensavel,Adj,-1.0,N0,JALC
dispersivo,Adj,-1.0,N0,MAN
disperso,Adj,-1.0,N0,JALC
displicencia,N,-1.0,N0,MAN
displicente,Adj,-1.0,N0,MAN
disponivel,Adj,0.0,N0,MAN
dissidente,Adj,-1.0,N0,JALC
dissimulacao,N,-1.0,N0,MAN
dissimulado,Adj,-1.0,N0,MAN
dissimular,V,-1.0,N0,MAN
dissipado,Adj,-1.0,N0,JALC
dissipador,Adj,-1.0,N0,MAN
dissoluto,Adj,-1.0,N0,MAN
dissolvido,Adj,-1.0,N0,JALC
distante,Adj,-1.0,N0,MAN
distinguido,Adj,0.0,N0,JALC
distintivo,Adj,0.0,N0,JALC
distinto,Adj,1.0,N0,MAN
distorcer,V,-1.0,N0,MAN
distorcido,Adj,-1.0,N0,JALC
distraido,Adj,-1.0,N0,MAN
ditador,Adj,-1.0,N0,MAN
ditoso,Adj,1.0,N0,MAN
divagacao,N,-1.0,N0,MAN
divagador,Adj,-1.0,N0,MAN
divagante,Adj,-1.0,N0,MAN
divagar,V,-1.0,N0,MAN
divertido,Adj,1.0,N0,MAN
divertimento,N,1.0,N0,MAN
divinal,Adj,1.0,N0,MAN
divino,Adj,1.0,N0,MAN
divo,Adj,0.0,N0,JALC
divulgador,Adj,0.0,N0,JALC
dizer a verdade,IDIOM,1.0,N0,MAN
dizer algumas verdades a,IDIOM,1.0,N0:N1,MAN
dizer cobras e lagartos de,IDIOM,-1.0,N0:N1,MAN
dizer mal de,IDIOM,0.0,N0:N1,MAN
dizer umas quantas verdades a,IDIOM,1.0,N0:N1,MAN
dizimado,Adj,-1.0,N0,JALC
dizimar,V,1.0,N0:N1,MAN
dobradico,Adj,0.0,N0,MAN
doce,Adj,1.0,N0,MAN
docil,Adj,1.0,N0,MAN
docilidade,N,1.0,N0,MAN
docura,N,1.0,N0,MAN
doente,Adj,-1.0,N0,MAN
doentio,Adj,-1.0,N0,MAN
dogmatico,Adj,-1.0,N0,MAN
dogmatista,Adj,-1.0,N0,MAN
doidivanas,Adj,-1.0,N0,JALC
doido de todo,Adj,-1.0,N0,MAN
doido varrido,Adj,-1.0,N0,MAN
doido,Adj,-1.0,N0,MAN
dolente,Adj,-1.0,N0,JALC
dolorido,Adj,-1.0,N0,MAN
doloso,Adj,-1.0,N0,JALC
domado,Adj,0.0,N0,JALC
dominado,Adj,-1.0,N0,JALC
dominador,Adj,1.0,N0,MAN
dominante,Adj,1.0,N0,JALC
dominar,V,1.0,N0:N1,MAN
donairoso,Adj,1.0,N0,MAN
donzel,Adj,0.0,N0,MAN
dopado,Adj,-1.0,N0,MAN
dopagem,N,-1.0,N0,MAN
dorido,Adj,-1.0,N0,MAN
dormencia,N,-1.0,N0,MAN
dormente,Adj,-1.0,N0,MAN
dorminhoco,Adj,-1.0,N0,MAN
dormitar,V,-1.0,N0,MAN
dotado,Adj,1.0,N0,MAN
doudo,Adj,-1.0,N0,JALC
douto,Adj,1.0,N0,MAN
doutrinado,Adj,1.0,N0,JALC
doutrinador,Adj,0.0,N0,MAN
draconiano,Adj,-1.0,N0,MAN
dramatico,Adj,-1.0,N0,MAN
dramatismo,N,-1.0,N0,MAN
dramatizar,V,-1.0,N0:N1,MAN
drastico,Adj,-1.0,N0,MAN
droga,N,-1.0,N0,MAN
drogado,Adj,-1.0,N0,MAN
dromomania,N,-1.0,N0,MAN
dromomaniaco,Adj,-1.0,N0,MAN
dubiedade,N,-1.0,N0,MAN
dubio,Adj,-1.0,N0,MAN
dubitativo,Adj,-1.0,N0,MAN
duficuldades,N,-1.0,N0,MAN
duplice,Adj,-1.0,N0,MAN
duplicidade,N,-1.0,N0,MAN
durazio,Adj,1.0,N0,MAN
duro da mioleira,Adj,-1.0,N0,MAN
duro de ouvido,Adj,-1.0,N0,MAN
duro,Adj,-1.0,N0,MAN
duvidar,V,0.0,N0:N1,MAN
duvidoso,Adj,-1.0,N0,JALC
ebrio,Adj,0.0,N0,MAN
eclectico,Adj,1.0,N0,JALC
ecletico,Adj,1.0,N0,JALC
ecologico,Adj,1.0,N0,MAN
economico,Adj,1.0,N0,JALC
economico,Adj,1.0,N0,MAN
economizador,Adj,1.0,N0,MAN
edificante,Adj,1.0,N0,MAN
edipiano,Adj,-1.0,N0,MAN
educacao,N,1.0,N0,MAN
educado,Adj,1.0,N0,MAN
educador,Adj,1.0,N0,JALC
educativo,Adj,1.0,N0,JALC
educavel,Adj,0.0,N0,MAN
efeminado,Adj,-1.0,N0,MAN
eficacia,N,1.0,N0,MAN
eficaz,Adj,1.0,N0,MAN
eficiencia,N,1.0,N0,MAN
eficiente,Adj,1.0,N0,MAN
efusivo,Adj,1.0,N0,MAN
egoismo,N,-1.0,N0,MAN
egoista,Adj,-1.0,N0,MAN
egotista,Adj,-1.0,N0,MAN
egregio,Adj,1.0,N0,MAN
elastico,Adj,1.0,N0,MAN
electrizante,Adj,1.0,N0,JALC
elegancia,N,1.0,N0,MAN
elegante,Adj,1.0,N0,MAN
elegiaco,Adj,-1.0,N0,JALC
eleicoeiro,Adj,-1.0,N0,MAN
eletrizante,Adj,1.0,N0,JALC
eliminar,V,1.0,N0:N1,MAN
elitista,Adj,-1.0,N0,MAN
elogiar,V,0.0,N0:N1,MAN
elogio,N,1.0,N0,MAN
elogioso,Adj,1.0,N0,MAN
eloquencia,N,1.0,N0,MAN
eloquente,Adj,1.0,N0,MAN
elucidar,V,1.0,N0:N1,MAN
elucidativo,Adj,1.0,N0,JALC
emaciado,Adj,-1.0,N0,JALC
emancipado,Adj,1.0,N0,MAN
emaranhado,Adj,-1.0,N0,JALC
embacado,Adj,-1.0,N0,JALC
embaciado,Adj,-1.0,N0,JALC
embaracado,Adj,-1.0,N0,MAN
embaraco ,N,-1.0,N0,MAN
embaracoso,Adj,-1.0,N0,MAN
embasbacado,Adj,-1.0,N0,JALC
embatucado,Adj,-1.0,N0,JALC
embeicado,Adj,0.0,N0,JALC
embirracao,N,-1.0,N0,MAN
embirrante,Adj,-1.0,N0,MAN
embirrar,V,0.0,N0:N1,MAN
embirrento,Adj,-1.0,N0,MAN
emblematico,Adj,1.0,N0,JALC
embotado,Adj,-1.0,N0,JALC
embriagado,Adj,-1.0,N0,MAN
embrulhado,Adj,-1.0,N0,JALC
embruxado,Adj,-1.0,N0,MAN
embucado,Adj,-1.0,N0,JALC
embuchado,Adj,-1.0,N0,MAN
emburrado,Adj,-1.0,N0,JALC
embuste,N,-1.0,N0,MAN
embusteiro,Adj,-1.0,N0,MAN
emerito,Adj,1.0,N0,MAN
emocional,Adj,0.0,N0,MAN
emotivo,Adj,0.0,N0,MAN
empafio,Adj,-1.0,N0,MAN
empalidecido,Adj,-1.0,N0,MAN
empalmado,Adj,-1.0,N0,JALC
empanturrado,Adj,-1.0,N0,MAN
empapado,Adj,0.0,N0,JALC
empapucado,Adj,-1.0,N0,JALC
empedernido,Adj,-1.0,N0,MAN
empedernimento,N,-1.0,N0,MAN
empenhado,Adj,1.0,N0,MAN
empenho,N,1.0,N0,MAN
emperrado,Adj,-1.0,N0,MAN
emperramento,N,-1.0,N0,MAN
empertigado,Adj,-1.0,N0,MAN
empinado,Adj,0.0,N0,JALC
empirico,Adj,0.0,N0,JALC
empobrecido,Adj,-1.0,N0,JALC
empoeirado,Adj,-1.0,N0,JALC
empolado,Adj,-1.0,N0,JALC
empolgado,Adj,1.0,N0,MAN
empolgante,Adj,0.0,N0,JALC
emporcalhado,Adj,-1.0,N0,MAN
empreendedor,Adj,1.0,N0,MAN
emproado,Adj,-1.0,N0,MAN
emulador,Adj,-1.0,N0,JALC
emulo,Adj,-1.0,N0,JALC
enaltecido,Adj,1.0,N0,JALC
enamoramento,N,1.0,N0,MAN
encabulado,Adj,-1.0,N0,JALC
encalacracao,N,-1.0,N0,MAN
encalacrado,Adj,-1.0,N0,MAN
encalhado,Adj,-1.0,N0,MAN
encalhamento,N,-1.0,N0,MAN
encamado,Adj,-1.0,N0,MAN
encaminhado,Adj,1.0,N0,MAN
encanado,Adj,-1.0,N0,JALC
encanecido,Adj,0.0,N0,MAN
encantado,Adj,0.0,N0,JALC
encantador,Adj,1.0,N0,MAN
encantar,V,1.0,N0:N1,MAN
encanto,N,1.0,N0,MAN
encapotado,Adj,0.0,N0,MAN
encarcerado,Adj,-1.0,N0,JALC
encarnicado,Adj,-1.0,N0,JALC
encavacado,Adj,-1.0,N0,MAN
encharcado,Adj,0.0,N0,MAN
encher as medidas de,IDIOM,1.0,N0:N1,MAN
enciumado,Adj,-1.0,N0,JALC
enclausurado,Adj,-1.0,N0,JALC
encoberto,Adj,-1.0,N0,JALC
encobrir,V,-1.0,N0:N1,MAN
encolerizado,Adj,-1.0,N0,MAN
encolerizar-se,V,-1.0,N0,MAN
encolerizar,V,1.0,N0:N1,MAN
encolher os ombros,IDIOM,-1.0,N0,MAN
encolhido,Adj,-1.0,N0,JALC
encorajado,Adj,1.0,N0,JALC
encorajador,Adj,1.0,N0,MAN
encorajamento,N,1.0,N0,MAN
encorajar,V,0.0,N0:N1,MAN
encorpado,Adj,0.0,N0,MAN
encostar a parede,IDIOM,1.0,N0:N1,MAN
encostar a um canto,IDIOM,1.0,N0:N1,MAN
encostar as cordas,IDIOM,1.0,N0:N1,MAN
encostar as tabuas,IDIOM,1.0,N0:N1,MAN
encostar-se a,IDIOM,-1.0,N0:N1,MAN
encovado,Adj,-1.0,N0,MAN
encruado,Adj,-1.0,N0,JALC
encurralado,Adj,-1.0,N0,MAN
encurralamento,N,-1.0,N0,MAN
encurralar,V,1.0,N0:N1,MAN
encurvado,Adj,-1.0,N0,MAN
endemoniado,Adj,-1.0,N0,JALC
endemoninhado,Adj,-1.0,N0,JALC
endiabrado,Adj,-1.0,N0,MAN
endinheirado,Adj,1.0,N0,MAN
endireitar-se,V,1.0,N0,MAN
endividado,Adj,-1.0,N0,MAN
endividamento,N,-1.0,N0,MAN
endividar-se,V,-1.0,N0,MAN
endividar,V,-1.0,N0:N1,MAN
endoidecer,V,-1.0,N0,MAN
endurecido,Adj,-1.0,N0,JALC
energia,N,1.0,N0,MAN
energico,Adj,1.0,N0,MAN
enervacao,N,-1.0,N0,MAN
enervado,Adj,-1.0,N0,MAN
enervamento,N,-1.0,N0,MAN
enervante,Adj,-1.0,N0,MAN
enervar-se,V,-1.0,N0,MAN
enervar,V,1.0,N0:N1,MAN
enfadado,Adj,-1.0,N0,MAN
enfadamento,N,-1.0,N0,MAN
enfadar-se,V,-1.0,N0,MAN
enfadonho,Adj,-1.0,N0,MAN
enfardador,Adj,-1.0,N0,MAN
enfartado,Adj,-1.0,N0,MAN
enfartamento,N,-1.0,N0,MAN
enfastiado,Adj,-1.0,N0,MAN
enfastiamento,N,-1.0,N0,MAN
enfastiante,Adj,-1.0,N0,MAN
enfatico,Adj,0.0,N0,MAN
enfatuado,Adj,-1.0,N0,MAN
enfeitado,Adj,0.0,N0,JALC
enfeiticado,Adj,-1.0,N0,MAN
enfermico,Adj,-1.0,N0,MAN
enfermidade,N,-1.0,N0,MAN
enfezado,Adj,-1.0,N0,MAN
enfezamento,N,-1.0,N0,MAN
enfiado,Adj,-1.0,N0,JALC
enfiar o barrete,IDIOM,-1.0,N0,MAN
enforcar-se,V,-1.0,N0,MAN
enfraquecer,V,-1.0,N0,MAN
enfraquecido,Adj,-1.0,N0,JALC
enfrascado,Adj,-1.0,N0,MAN
enfrentar o touro pelos cornos,IDIOM,1.0,N0,MAN
enfrentar,V,1.0,N0:N1,MAN
enfronhado,Adj,-1.0,N0,JALC
enfunado,Adj,-1.0,N0,MAN
enfurecer-se,V,-1.0,N0,MAN
enfurecer,V,1.0,N0:N1,MAN
enfurecido,Adj,-1.0,N0,MAN
enfurecimento,N,-1.0,N0,MAN
engaiolado,Adj,-1.0,N0,MAN
engaiolamento,N,-1.0,N0,MAN
engaiolar,V,1.0,N0:N1,MAN
enganado,Adj,-1.0,N0,JALC
enganador,Adj,-1.0,N0,MAN
enganar-se,V,-1.0,N0,MAN
enganar,V,-1.0,N0:N1,MAN
engano,N,-1.0,N0,MAN
enganoso,Adj,-1.0,N0,JALC
engarrafado,Adj,-1.0,N0,JALC
engasgado,Adj,-1.0,N0,MAN
engasgamento,N,-1.0,N0,MAN
engatado,Adj,-1.0,N0,JALC
engenhoso,Adj,0.0,N0,MAN
engodado,Adj,-1.0,N0,JALC
engolfado,Adj,-1.0,N0,JALC
engolido,Adj,-1.0,N0,JALC
engolir em seco,IDIOM,-1.0,N0,MAN
engonha,Adj,-1.0,N0,MAN
engracado,Adj,1.0,N0,MAN
engrupido,Adj,-1.0,N0,JALC
enigmatico,Adj,-1.0,N0,MAN
enjeitado,Adj,-1.0,N0,JALC
enjoado,Adj,-1.0,N0,JALC
enjoar,V,-1.0,N0,MAN
enjoo,N,-1.0,N0,MAN
enlameado,Adj,-1.0,N0,JALC
enleado,Adj,-1.0,N0,JALC
enlevado,Adj,-1.0,N0,JALC
enlouquecer,V,-1.0,N0,MAN
enlouquecido,Adj,-1.0,N0,MAN
enlouquecimento,N,-1.0,N0,MAN
enlutado,Adj,-1.0,N0,MAN
enobrecer,V,1.0,N0:N1,MAN
enojado,Adj,-1.0,N0,JALC
enojar,V,-1.0,N0:N1,MAN
enrabichado,Adj,0.0,N0,JALC
enraivecer,V,1.0,N0:N1,MAN
enraivecido,Adj,-1.0,N0,MAN
enraivecimento,N,-1.0,N0,MAN
enrascada,N,-1.0,N0,MAN
enrascado,Adj,-1.0,N0,MAN
enredado,Adj,-1.0,N0,JALC
enregelado,Adj,-1.0,N0,MAN
enresinado,Adj,-1.0,N0,JALC
enrijecido,Adj,-1.0,N0,JALC
enrodilhador,Adj,-1.0,N0,MAN
enrolado,Adj,-1.0,N0,JALC
enrubescido,Adj,0.0,N0,MAN
enrugado,Adj,-1.0,N0,MAN
ensacado,Adj,-1.0,N0,JALC
ensanguentado,Adj,-1.0,N0,JALC
ensanguentado,Adj,-1.0,N0,MAN
ensimesmado,Adj,-1.0,N0,MAN
ensimesmamento,N,-1.0,N0,MAN
ensombrar,V,1.0,N0:N1,MAN
ensurdecedor,Adj,-1.0,N0,JALC
entalado,Adj,-1.0,N0,JALC
entalar-se,V,-1.0,N0,MAN
entalar,V,1.0,N0:N1,MAN
entaramelado,Adj,-1.0,N0,MAN
entediado,Adj,-1.0,N0,MAN
entediante,Adj,-1.0,N0,MAN
entendido,Adj,1.0,N0,JALC
enternecedor,Adj,1.0,N0,MAN
enternecido,Adj,1.0,N0,JALC
enterrado,Adj,-1.0,N0,JALC
enterrar a cabeca na areia,IDIOM,-1.0,N0,MAN
enterrar-se,V,-1.0,N0,MAN
enterrar,V,1.0,N0:N1,MAN
entontecido,Adj,-1.0,N0,MAN
entontecimento,N,-1.0,N0,MAN
entornado,Adj,-1.0,N0,JALC
entorpecer,V,-1.0,N0,MAN
entorpecido,Adj,-1.0,N0,MAN
entorpecimento,N,-1.0,N0,MAN
entortado,Adj,-1.0,N0,JALC
entradote,Adj,0.0,N0,MAN
entregador,Adj,-1.0,N0,JALC
entregar a alma ao criador,IDIOM,-1.0,N0,MAN
entregar a alma ao diabo,IDIOM,-1.0,N0,MAN
entregar o ouro ao bandido,IDIOM,-1.0,N0,MAN
entregar-se de corpo e alma,IDIOM,1.0,N0,MAN
entrevacao,N,-1.0,N0,MAN
entrevado,Adj,-1.0,N0,JALC
entristecer,V,-1.0,N0:N1,MAN
entristecido,Adj,-1.0,N0,MAN
entristecimento,N,-1.0,N0,MAN
entubado,Adj,-1.0,N0,MAN
entulhado,Adj,-1.0,N0,JALC
entumecimento,N,-1.0,N0,MAN
entusiasmante,Adj,1.0,N0,MAN
entusiasmar,V,1.0,N0:N1,MAN
entusiasmo,N,1.0,N0,MAN
entusiasta,Adj,1.0,N0,MAN
entusiastico,Adj,1.0,N0,MAN
envaidecido,Adj,-1.0,N0,JALC
envelhecido,Adj,-1.0,N0,MAN
envenenador,Adj,-1.0,N0,MAN
envenenamento,N,-1.0,N0,MAN
envenenar,V,-1.0,N0:N1,MAN
envergonhado,Adj,-1.0,N0,MAN
envergonhar-se,V,-1.0,N0,MAN
envergonhar,V,-1.0,N0:N1,MAN
enviesado,Adj,-1.0,N0,JALC
envinagrado,Adj,-1.0,N0,MAN
envolvente,Adj,0.0,N0,JALC
enxerido,Adj,-1.0,N0,JALC
enxofrado,Adj,-1.0,N0,MAN
enxoframento,N,-1.0,N0,MAN
enxotar,V,1.0,N0:N1,MAN
enxovalhado,Adj,-1.0,N0,JALC
enxovalhar,V,1.0,N0:N1,MAN
enxuto,Adj,1.0,N0,MAN
epico,Adj,0.0,N0,JALC
epigramatico,Adj,-1.0,N0,MAN
epiletico,Adj,-1.0,N0,MAN
equanime,Adj,1.0,N0,MAN
equanimidade,N,1.0,N0,MAN
equidade,N,1.0,N0,MAN
equilibrado,Adj,1.0,N0,MAN
equilibrio,N,1.0,N0,MAN
equitativo,Adj,1.0,N0,JALC
equitativo,Adj,1.0,N0,MAN
equivocado,Adj,-1.0,N0,MAN
equivocar-se,V,-1.0,N0,MAN
equivoco,Adj,-1.0,N0,MAN
equivoco,N,-1.0,N0,MAN
erecto,Adj,0.0,N0,JALC
ereto,Adj,0.0,N0,JALC
erguer a cabeca,IDIOM,1.0,N0,MAN
ermo,Adj,-1.0,N0,JALC
erotico,Adj,0.0,N0,JALC
erotomania,N,-1.0,N0,MAN
erotomaniaco,Adj,-1.0,N0,MAN
errado,Adj,-1.0,N0,JALC
errante,Adj,-1.0,N0,MAN
errar,V,-1.0,N0,MAN
erratico,Adj,-1.0,N0,MAN
erro,N,-1.0,N0,MAN
erudito,Adj,1.0,N0,MAN
esbaforido,Adj,-1.0,N0,MAN
esbanjado,Adj,-1.0,N0,JALC
esbanjador,Adj,-1.0,N0,MAN
esbanjamento,N,-1.0,N0,MAN
esbanjar dinheiro,IDIOM,-1.0,N0,MAN
esbatido,Adj,-1.0,N0,JALC
esbelto,Adj,1.0,N0,MAN
esbofetear,V,1.0,N0:N1,MAN
esborratado,Adj,-1.0,N0,MAN
esburacado,Adj,-1.0,N0,JALC
escabelado,Adj,-1.0,N0,MAN
escabrosidade,N,-1.0,N0,MAN
escabroso,Adj,-1.0,N0,MAN
escaldado,Adj,-1.0,N0,MAN
escamado,Adj,-1.0,N0,JALC
escamoso,Adj,-1.0,N0,JALC
escamotear,V,-1.0,N0:N1,MAN
escancarado,Adj,-1.0,N0,JALC
escandalizar,V,-1.0,N0:N1,MAN
escandalo,N,-1.0,N0,MAN
escandaloso,Adj,-1.0,N0,MAN
escangalhado,Adj,-1.0,N0,JALC
escanifrado,Adj,-1.0,N0,MAN
escanzelado,Adj,-1.0,N0,MAN
escapadico,Adj,-1.0,N0,MAN
escapo,Adj,-1.0,N0,MAN
escarnecedor,Adj,-1.0,N0,MAN
escarnecer,V,0.0,N0:N1,MAN
escarnecido,Adj,-1.0,N0,JALC
escarninho,Adj,-1.0,N0,MAN
escarnio,N,-1.0,N0,MAN
escarrapachado,Adj,-1.0,N0,JALC
escavacado,Adj,-1.0,N0,MAN
escaveirado,Adj,-1.0,N0,MAN
esclarecedor,Adj,1.0,N0,JALC
esclarecer,V,1.0,N0:N1,MAN
esclarecido,Adj,1.0,N0,MAN
esclerosado,Adj,-1.0,N0,MAN
esclerose,N,-1.0,N0,MAN
esclerotico,Adj,-1.0,N0,MAN
escolarizado,Adj,1.0,N0,MAN
esconder a verdade,IDIOM,-1.0,N0,MAN
esconder-se,V,-1.0,N0,MAN
esconder,V,-1.0,N0:N1,MAN
escondido,Adj,-1.0,N0,JALC
esconso,Adj,-1.0,N0,JALC
escoriado,Adj,-1.0,N0,MAN
escorracado,Adj,-1.0,N0,JALC
escorregadio,Adj,-1.0,N0,MAN
escorregar,V,-1.0,N0,MAN
escorreito,Adj,1.0,N0,MAN
escrachado,Adj,-1.0,N0,JALC
escravizado,Adj,-1.0,N0,JALC
escrupuloso,Adj,1.0,N0,MAN
esculachado,Adj,-1.0,N0,JALC
escultural,Adj,1.0,N0,MAN
escuro,Adj,-1.0,N0,JALC
escusado,Adj,-1.0,N0,JALC
escuso,Adj,-1.0,N0,JALC
esdruxulo,Adj,-1.0,N0,JALC
esfaimado,Adj,-1.0,N0,MAN
esfalfado,Adj,-1.0,N0,MAN
esfarrapado,Adj,-1.0,N0,MAN
esferico,Adj,-1.0,N0,JALC
esfingico,Adj,-1.0,N0,MAN
esfomeado,Adj,-1.0,N0,MAN
esforcado,Adj,1.0,N0,MAN
esfuziante,Adj,1.0,N0,MAN
esgalgado,Adj,-1.0,N0,MAN
esganacao,N,-1.0,N0,MAN
esganado,Adj,-1.0,N0,MAN
esganar,V,1.0,N0:N1,MAN
esganicado,Adj,-1.0,N0,MAN
esgazeado,Adj,-1.0,N0,MAN
esgazeamento,N,-1.0,N0,MAN
esgotado,Adj,-1.0,N0,MAN
esgotamento,N,-1.0,N0,MAN
esgotante,Adj,-1.0,N0,JALC
esgotar,V,1.0,N0:N1,MAN
esgrouviado,Adj,-1.0,N0,MAN
esguedelhado,Adj,-1.0,N0,MAN
esguio,Adj,0.0,N0,MAN
esmagado,Adj,-1.0,N0,JALC
esmagador,Adj,0.0,N0,JALC
esmagar,V,1.0,N0:N1,MAN
esmerado,Adj,1.0,N0,MAN
esmerar-se,V,1.0,N0,MAN
esmero,N,1.0,N0,MAN
esmilhafrado,Adj,-1.0,N0,MAN
esmoler,Adj,1.0,N0,JALC
esmorecer,V,-1.0,N0,MAN
esmorecido,Adj,-1.0,N0,MAN
esmorecimento,N,-1.0,N0,MAN
esoterico,Adj,0.0,N0,JALC
espalhafato,N,-1.0,N0,MAN
espalhafatoso,Adj,-1.0,N0,MAN
espalhanco,N,-1.0,N0,MAN
espampanante,Adj,-1.0,N0,MAN
espancado,Adj,-1.0,N0,JALC
espancar,V,1.0,N0:N1,MAN
espantoso,Adj,0.0,N0,MAN
esparramado,Adj,-1.0,N0,JALC
espartano,Adj,0.0,N0,MAN
espatifado,Adj,-1.0,N0,JALC
espaventoso,Adj,-1.0,N0,MAN
espavorido,Adj,-1.0,N0,JALC
especado,Adj,-1.0,N0,JALC
especial,Adj,1.0,N0,MAN
especioso,Adj,0.0,N0,MAN
espectacular,Adj,1.0,N0,MAN
espectral,Adj,1.0,N0,JALC
esperancado,Adj,1.0,N0,MAN
esperancoso,Adj,1.0,N0,JALC
espertalhao,Adj,-1.0,N0,JALC
esperto,Adj,0.0,N0,MAN
espetacular,Adj,1.0,N0,JALC
espetaculoso,Adj,-1.0,N0,JALC
espetado,Adj,-1.0,N0,JALC
espetar-se ao comprido,IDIOM,-1.0,N0,MAN
espevitado,Adj,1.0,N0,MAN
espezinhado,Adj,-1.0,N0,JALC
espezinhar,V,1.0,N0:N1,MAN
espinhento,Adj,-1.0,N0,JALC
espinhoso,Adj,-1.0,N0,JALC
espiritual,Adj,0.0,N0,JALC
espiritualista,Adj,0.0,N0,MAN
espirituoso,Adj,1.0,N0,MAN
esplendente,Adj,1.0,N0,JALC
esplendido,Adj,1.0,N0,JALC
esplendoroso,Adj,1.0,N0,JALC
espontaneidade,N,1.0,N0,MAN
espontaneo,Adj,1.0,N0,MAN
espremido,Adj,-1.0,N0,JALC
espurio,Adj,-1.0,N0,MAN
esqualido,Adj,-1.0,N0,MAN
esquecedico,Adj,-1.0,N0,JALC
